ds,category,sub_category,y
2017-04-02,Technology,Accessories,360
2017-04-03,Furniture,Furnishings,25
2017-04-03,Office Supplies,Art,7
2017-04-04,Office Supplies,Art,7
2017-04-04,Office Supplies,Envelopes,17
2017-04-04,Office Supplies,Supplies,240
2017-04-04,Technology,Phones,544
2017-04-06,Office Supplies,Binders,8
2017-04-06,Office Supplies,Paper,106
2017-04-07,Furniture,Furnishings,258
2017-04-07,Furniture,Tables,855
2017-04-07,Office Supplies,Art,16
2017-04-07,Office Supplies,Binders,5
2017-04-07,Technology,Accessories,618
2017-04-07,Technology,Phones,219
2017-04-08,Furniture,Furnishings,637
2017-04-08,Office Supplies,Appliances,42
2017-04-08,Office Supplies,Binders,2691
2017-04-08,Office Supplies,Paper,441
2017-04-08,Office Supplies,Storage,2592
2017-04-09,Office Supplies,Art,36
2017-04-09,Office Supplies,Binders,533
2017-04-09,Office Supplies,Labels,34
2017-04-09,Office Supplies,Paper,523
2017-04-09,Office Supplies,Storage,502
2017-04-10,Furniture,Furnishings,49
2017-04-10,Office Supplies,Appliances,195
2017-04-10,Office Supplies,Binders,4
2017-04-10,Office Supplies,Fasteners,7
2017-04-10,Office Supplies,Paper,18
2017-04-10,Office Supplies,Storage,286
2017-04-10,Technology,Accessories,196
2017-04-11,Office Supplies,Art,65
2017-04-11,Office Supplies,Binders,11
2017-04-11,Office Supplies,Storage,17
2017-04-11,Technology,Accessories,227
2017-04-12,Office Supplies,Binders,30
2017-04-12,Office Supplies,Paper,40
2017-04-13,Furniture,Chairs,437
2017-04-13,Office Supplies,Binders,896
2017-04-13,Office Supplies,Fasteners,8
2017-04-13,Office Supplies,Paper,5
2017-04-14,Furniture,Bookcases,440
2017-04-14,Furniture,Furnishings,74
2017-04-14,Office Supplies,Art,105
2017-04-14,Office Supplies,Binders,20
2017-04-14,Office Supplies,Paper,14
2017-04-15,Furniture,Furnishings,196
2017-04-15,Office Supplies,Art,5
2017-04-15,Office Supplies,Binders,16
2017-04-15,Office Supplies,Paper,116
2017-04-16,Furniture,Bookcases,103
2017-04-16,Office Supplies,Appliances,41
2017-04-16,Office Supplies,Art,17
2017-04-16,Office Supplies,Binders,43
2017-04-16,Office Supplies,Storage,239
2017-04-16,Office Supplies,Supplies,477
2017-04-16,Technology,Accessories,26
2017-04-17,Furniture,Chairs,218
2017-04-17,Furniture,Furnishings,60
2017-04-17,Office Supplies,Binders,43
2017-04-17,Office Supplies,Fasteners,11
2017-04-17,Office Supplies,Labels,30
2017-04-17,Office Supplies,Paper,49
2017-04-17,Office Supplies,Storage,195
2017-04-17,Technology,Accessories,275
2017-04-17,Technology,Machines,2550
2017-04-20,Furniture,Chairs,317
2017-04-20,Furniture,Furnishings,153
2017-04-20,Office Supplies,Art,16
2017-04-20,Office Supplies,Binders,193
2017-04-20,Office Supplies,Storage,1233
2017-04-20,Technology,Phones,122
2017-04-21,Furniture,Chairs,909
2017-04-21,Furniture,Furnishings,163
2017-04-21,Office Supplies,Appliances,97
2017-04-21,Office Supplies,Binders,6
2017-04-21,Office Supplies,Paper,21
2017-04-21,Technology,Accessories,60
2017-04-22,Furniture,Furnishings,272
2017-04-22,Office Supplies,Storage,675
2017-04-23,Furniture,Bookcases,387
2017-04-23,Furniture,Furnishings,180
2017-04-23,Office Supplies,Appliances,122
2017-04-23,Office Supplies,Binders,105
2017-04-23,Office Supplies,Envelopes,19
2017-04-23,Office Supplies,Labels,3
2017-04-23,Office Supplies,Paper,5
2017-04-23,Office Supplies,Supplies,178
2017-04-23,Technology,Accessories,200
2017-04-24,Office Supplies,Appliances,99
2017-04-24,Office Supplies,Binders,19
2017-04-24,Office Supplies,Fasteners,2
2017-04-24,Office Supplies,Storage,187
2017-04-24,Technology,Accessories,70
2017-04-24,Technology,Phones,552
2017-04-25,Furniture,Bookcases,345
2017-04-25,Office Supplies,Art,119
2017-04-25,Office Supplies,Binders,87
2017-04-25,Office Supplies,Paper,19
2017-04-25,Technology,Accessories,108
2017-04-26,Furniture,Furnishings,2
2017-04-26,Office Supplies,Labels,39
2017-04-26,Office Supplies,Paper,20
2017-04-27,Furniture,Bookcases,220
2017-04-27,Furniture,Furnishings,140
2017-04-27,Office Supplies,Art,183
2017-04-27,Office Supplies,Labels,33
2017-04-28,Office Supplies,Appliances,28
2017-04-28,Office Supplies,Art,7
2017-04-28,Office Supplies,Storage,8
2017-04-28,Technology,Phones,752
2017-04-29,Furniture,Tables,1048
2017-04-29,Office Supplies,Labels,5
2017-04-30,Furniture,Furnishings,310
2017-04-30,Office Supplies,Art,26
2017-04-30,Office Supplies,Binders,85
2017-04-30,Office Supplies,Envelopes,94
2017-04-30,Office Supplies,Labels,23
2017-04-30,Office Supplies,Paper,174
2017-04-30,Technology,Accessories,2
2017-04-30,Technology,Phones,678
2017-05-01,Furniture,Bookcases,314
2017-05-01,Furniture,Chairs,2804
2017-05-01,Furniture,Tables,933
2017-05-01,Office Supplies,Labels,5
2017-05-01,Office Supplies,Supplies,3
2017-05-01,Technology,Accessories,49
2017-05-02,Furniture,Furnishings,130
2017-05-02,Office Supplies,Art,60
2017-05-02,Office Supplies,Paper,50
2017-05-02,Technology,Accessories,160
2017-05-03,Furniture,Furnishings,32
2017-05-03,Furniture,Tables,373
2017-05-03,Office Supplies,Art,23
2017-05-03,Office Supplies,Binders,90
2017-05-03,Office Supplies,Fasteners,8
2017-05-03,Office Supplies,Paper,26
2017-05-03,Office Supplies,Storage,833
2017-05-04,Furniture,Tables,301
2017-05-04,Office Supplies,Appliances,243
2017-05-04,Office Supplies,Binders,13
2017-05-04,Office Supplies,Paper,59
2017-05-04,Office Supplies,Storage,588
2017-05-04,Technology,Phones,184
2017-05-05,Furniture,Bookcases,90
2017-05-05,Office Supplies,Binders,44
2017-05-05,Office Supplies,Envelopes,44
2017-05-05,Office Supplies,Paper,7
2017-05-06,Furniture,Bookcases,623
2017-05-06,Office Supplies,Appliances,153
2017-05-06,Office Supplies,Art,61
2017-05-06,Office Supplies,Binders,80
2017-05-06,Office Supplies,Labels,181
2017-05-06,Office Supplies,Paper,84
2017-05-06,Office Supplies,Storage,773
2017-05-06,Technology,Accessories,601
2017-05-06,Technology,Phones,627
2017-05-07,Furniture,Chairs,1963
2017-05-07,Office Supplies,Appliances,87
2017-05-07,Technology,Accessories,80
2017-05-07,Technology,Phones,420
2017-05-08,Furniture,Chairs,176
2017-05-08,Office Supplies,Appliances,81
2017-05-08,Office Supplies,Paper,41
2017-05-08,Technology,Copiers,3360
2017-05-09,Furniture,Chairs,207
2017-05-09,Furniture,Tables,287
2017-05-09,Office Supplies,Binders,148
2017-05-09,Office Supplies,Envelopes,65
2017-05-09,Office Supplies,Storage,171
2017-05-09,Technology,Accessories,200
2017-05-11,Furniture,Bookcases,210
2017-05-11,Furniture,Furnishings,8
2017-05-11,Office Supplies,Art,49
2017-05-11,Office Supplies,Binders,26
2017-05-11,Office Supplies,Labels,38
2017-05-11,Office Supplies,Paper,44
2017-05-11,Office Supplies,Storage,74
2017-05-12,Furniture,Furnishings,43
2017-05-12,Furniture,Tables,285
2017-05-12,Office Supplies,Appliances,8
2017-05-12,Office Supplies,Art,10
2017-05-12,Office Supplies,Binders,53
2017-05-12,Office Supplies,Labels,12
2017-05-12,Office Supplies,Paper,88
2017-05-12,Office Supplies,Storage,128
2017-05-12,Office Supplies,Supplies,256
2017-05-12,Technology,Accessories,87
2017-05-13,Furniture,Chairs,458
2017-05-13,Office Supplies,Appliances,21
2017-05-13,Office Supplies,Binders,1215
2017-05-13,Office Supplies,Envelopes,181
2017-05-13,Office Supplies,Labels,58
2017-05-13,Office Supplies,Paper,15
2017-05-13,Office Supplies,Storage,530
2017-05-13,Technology,Phones,588
2017-05-14,Furniture,Chairs,1161
2017-05-14,Furniture,Furnishings,18
2017-05-14,Office Supplies,Art,102
2017-05-14,Office Supplies,Binders,58
2017-05-14,Office Supplies,Envelopes,49
2017-05-14,Office Supplies,Labels,79
2017-05-14,Office Supplies,Paper,590
2017-05-14,Office Supplies,Storage,23
2017-05-14,Office Supplies,Supplies,64
2017-05-14,Technology,Accessories,1490
2017-05-14,Technology,Phones,548
2017-05-15,Furniture,Chairs,264
2017-05-15,Furniture,Furnishings,40
2017-05-15,Office Supplies,Binders,5
2017-05-15,Office Supplies,Paper,73
2017-05-15,Technology,Phones,41
2017-05-16,Office Supplies,Storage,221
2017-05-18,Furniture,Bookcases,303
2017-05-18,Furniture,Furnishings,40
2017-05-18,Office Supplies,Appliances,724
2017-05-18,Office Supplies,Binders,169
2017-05-18,Office Supplies,Storage,9
2017-05-18,Technology,Accessories,36
2017-05-18,Technology,Phones,551
2017-05-19,Furniture,Bookcases,1629
2017-05-19,Furniture,Chairs,995
2017-05-19,Office Supplies,Appliances,378
2017-05-19,Office Supplies,Art,10
2017-05-19,Office Supplies,Binders,159
2017-05-19,Office Supplies,Labels,13
2017-05-19,Office Supplies,Paper,549
2017-05-19,Technology,Accessories,404
2017-05-19,Technology,Phones,782
2017-05-20,Furniture,Chairs,518
2017-05-20,Furniture,Furnishings,7
2017-05-20,Office Supplies,Appliances,65
2017-05-20,Office Supplies,Art,180
2017-05-20,Office Supplies,Binders,49
2017-05-20,Office Supplies,Fasteners,7
2017-05-20,Office Supplies,Storage,705
2017-05-20,Technology,Machines,343
2017-05-20,Technology,Phones,1123
2017-05-21,Furniture,Furnishings,520
2017-05-21,Office Supplies,Art,18
2017-05-22,Furniture,Chairs,182
2017-05-22,Office Supplies,Art,63
2017-05-22,Office Supplies,Binders,2
2017-05-22,Office Supplies,Supplies,22
2017-05-22,Technology,Accessories,68
2017-05-23,Furniture,Tables,171
2017-05-23,Office Supplies,Appliances,18
2017-05-23,Office Supplies,Binders,1
2017-05-23,Office Supplies,Fasteners,2
2017-05-23,Office Supplies,Storage,49
2017-05-25,Furniture,Furnishings,19
2017-05-25,Office Supplies,Binders,694
2017-05-25,Office Supplies,Fasteners,3
2017-05-25,Office Supplies,Storage,50
2017-05-25,Technology,Accessories,120
2017-05-26,Office Supplies,Appliances,208
2017-05-26,Office Supplies,Paper,13
2017-05-26,Office Supplies,Supplies,26
2017-05-26,Technology,Accessories,23
2017-05-27,Furniture,Furnishings,512
2017-05-27,Office Supplies,Art,31
2017-05-27,Office Supplies,Binders,70
2017-05-27,Office Supplies,Paper,26
2017-05-27,Office Supplies,Storage,477
2017-05-27,Technology,Accessories,125
2017-05-27,Technology,Phones,842
2017-05-28,Furniture,Bookcases,116
2017-05-28,Furniture,Chairs,409
2017-05-28,Furniture,Furnishings,274
2017-05-28,Office Supplies,Appliances,125
2017-05-28,Office Supplies,Binders,4
2017-05-28,Office Supplies,Paper,30
2017-05-28,Technology,Accessories,272
2017-05-28,Technology,Phones,250
2017-05-29,Furniture,Furnishings,71
2017-05-29,Office Supplies,Appliances,465
2017-05-29,Office Supplies,Binders,43
2017-05-29,Office Supplies,Fasteners,24
2017-05-29,Office Supplies,Paper,34
2017-05-29,Office Supplies,Storage,53
2017-05-30,Furniture,Bookcases,447
2017-05-30,Furniture,Furnishings,22
2017-05-30,Office Supplies,Art,35
2017-05-30,Office Supplies,Binders,4
2017-05-30,Office Supplies,Paper,38
2017-05-30,Technology,Accessories,35
2017-05-30,Technology,Phones,157
2017-06-01,Furniture,Chairs,1926
2017-06-01,Office Supplies,Appliances,2422
2017-06-01,Office Supplies,Binders,75
2017-06-01,Office Supplies,Paper,28
2017-06-01,Office Supplies,Storage,325
2017-06-01,Technology,Accessories,124
2017-06-01,Technology,Phones,158
2017-06-02,Office Supplies,Envelopes,44
2017-06-02,Office Supplies,Paper,61
2017-06-02,Office Supplies,Storage,27
2017-06-02,Technology,Phones,3
2017-06-03,Furniture,Bookcases,242
2017-06-03,Furniture,Furnishings,35
2017-06-03,Furniture,Tables,385
2017-06-03,Office Supplies,Appliances,29
2017-06-03,Office Supplies,Binders,9
2017-06-03,Office Supplies,Paper,73
2017-06-03,Office Supplies,Storage,136
2017-06-03,Technology,Accessories,1461
2017-06-03,Technology,Machines,79
2017-06-03,Technology,Phones,504
2017-06-04,Furniture,Furnishings,62
2017-06-04,Office Supplies,Art,9
2017-06-04,Office Supplies,Binders,124
2017-06-04,Office Supplies,Paper,12
2017-06-04,Technology,Phones,72
2017-06-05,Office Supplies,Paper,21
2017-06-05,Technology,Phones,470
2017-06-06,Furniture,Furnishings,5
2017-06-06,Office Supplies,Storage,26
2017-06-08,Furniture,Bookcases,1498
2017-06-08,Office Supplies,Appliances,2
2017-06-08,Office Supplies,Binders,95
2017-06-08,Office Supplies,Paper,85
2017-06-08,Office Supplies,Storage,35
2017-06-08,Office Supplies,Supplies,24
2017-06-08,Technology,Accessories,90
2017-06-08,Technology,Phones,400
2017-06-09,Furniture,Furnishings,24
2017-06-09,Furniture,Tables,109
2017-06-09,Office Supplies,Paper,85
2017-06-09,Office Supplies,Storage,721
2017-06-10,Furniture,Bookcases,514
2017-06-10,Office Supplies,Art,39
2017-06-10,Office Supplies,Fasteners,14
2017-06-10,Office Supplies,Labels,42
2017-06-10,Office Supplies,Paper,40
2017-06-10,Office Supplies,Storage,1364
2017-06-10,Technology,Accessories,133
2017-06-10,Technology,Phones,369
2017-06-11,Furniture,Bookcases,174
2017-06-11,Furniture,Chairs,281
2017-06-11,Office Supplies,Appliances,61
2017-06-11,Office Supplies,Art,108
2017-06-11,Office Supplies,Binders,23
2017-06-11,Office Supplies,Paper,161
2017-06-11,Office Supplies,Storage,387
2017-06-11,Technology,Machines,386
2017-06-12,Furniture,Chairs,858
2017-06-12,Furniture,Furnishings,26
2017-06-12,Furniture,Tables,453
2017-06-12,Office Supplies,Art,64
2017-06-12,Office Supplies,Binders,104
2017-06-12,Office Supplies,Paper,38
2017-06-12,Technology,Accessories,64
2017-06-12,Technology,Phones,72
2017-06-13,Furniture,Chairs,761
2017-06-13,Office Supplies,Art,182
2017-06-13,Office Supplies,Storage,165
2017-06-13,Technology,Phones,48
2017-06-15,Furniture,Bookcases,78
2017-06-15,Furniture,Chairs,698
2017-06-15,Furniture,Furnishings,31
2017-06-15,Furniture,Tables,121
2017-06-15,Office Supplies,Appliances,77
2017-06-15,Office Supplies,Art,24
2017-06-15,Office Supplies,Labels,44
2017-06-15,Office Supplies,Paper,109
2017-06-15,Office Supplies,Storage,228
2017-06-15,Technology,Phones,2648
2017-06-16,Furniture,Chairs,1515
2017-06-16,Office Supplies,Appliances,181
2017-06-16,Office Supplies,Art,38
2017-06-16,Office Supplies,Binders,6
2017-06-16,Office Supplies,Paper,230
2017-06-16,Office Supplies,Supplies,17
2017-06-16,Technology,Accessories,480
2017-06-16,Technology,Phones,258
2017-06-17,Furniture,Furnishings,155
2017-06-17,Office Supplies,Binders,62
2017-06-17,Office Supplies,Paper,12
2017-06-17,Office Supplies,Storage,160
2017-06-17,Technology,Accessories,101
2017-06-17,Technology,Machines,3404
2017-06-18,Furniture,Bookcases,918
2017-06-18,Office Supplies,Paper,113
2017-06-19,Furniture,Chairs,760
2017-06-19,Furniture,Furnishings,89
2017-06-19,Furniture,Tables,457
2017-06-19,Office Supplies,Appliances,446
2017-06-19,Office Supplies,Binders,19
2017-06-19,Office Supplies,Paper,269
2017-06-19,Office Supplies,Storage,283
2017-06-19,Office Supplies,Supplies,11
2017-06-19,Technology,Accessories,225
2017-06-20,Office Supplies,Art,5
2017-06-20,Office Supplies,Binders,51
2017-06-20,Office Supplies,Labels,10
2017-06-20,Office Supplies,Paper,63
2017-06-20,Office Supplies,Storage,4
2017-06-20,Technology,Accessories,390
2017-06-20,Technology,Phones,504
2017-06-21,Furniture,Furnishings,18
2017-06-21,Office Supplies,Binders,129
2017-06-21,Office Supplies,Paper,448
2017-06-22,Furniture,Chairs,488
2017-06-22,Office Supplies,Binders,44
2017-06-22,Office Supplies,Envelopes,38
2017-06-22,Office Supplies,Storage,9
2017-06-24,Furniture,Chairs,173
2017-06-24,Furniture,Furnishings,277
2017-06-24,Office Supplies,Art,518
2017-06-24,Office Supplies,Binders,286
2017-06-24,Office Supplies,Fasteners,3
2017-06-24,Office Supplies,Paper,32
2017-06-25,Furniture,Bookcases,401
2017-06-25,Furniture,Tables,871
2017-06-25,Office Supplies,Art,5
2017-06-25,Office Supplies,Fasteners,11
2017-06-25,Office Supplies,Labels,71
2017-06-25,Technology,Phones,148
2017-06-26,Furniture,Chairs,274
2017-06-26,Furniture,Furnishings,526
2017-06-26,Office Supplies,Art,16
2017-06-26,Office Supplies,Binders,102
2017-06-26,Office Supplies,Labels,14
2017-06-26,Office Supplies,Paper,74
2017-06-26,Office Supplies,Storage,1071
2017-06-26,Office Supplies,Supplies,28
2017-06-26,Technology,Accessories,432
2017-06-26,Technology,Phones,1688
2017-06-27,Furniture,Chairs,192
2017-06-27,Furniture,Furnishings,126
2017-06-27,Office Supplies,Paper,39
2017-06-27,Technology,Accessories,1287
2017-06-29,Furniture,Bookcases,1049
2017-06-29,Furniture,Furnishings,25
2017-06-29,Furniture,Tables,307
2017-06-29,Office Supplies,Appliances,384
2017-06-29,Office Supplies,Art,12
2017-06-29,Office Supplies,Binders,1221
2017-06-29,Office Supplies,Paper,5
2017-06-29,Office Supplies,Storage,1427
2017-06-29,Office Supplies,Supplies,31
2017-06-29,Technology,Accessories,62
2017-06-30,Furniture,Bookcases,436
2017-06-30,Furniture,Chairs,569
2017-06-30,Furniture,Furnishings,56
2017-06-30,Furniture,Tables,1045
2017-06-30,Office Supplies,Binders,76
2017-06-30,Office Supplies,Paper,205
2017-06-30,Office Supplies,Storage,1334
2017-06-30,Technology,Phones,1002
2017-07-01,Office Supplies,Binders,170
2017-07-01,Office Supplies,Paper,26
2017-07-01,Office Supplies,Storage,444
2017-07-02,Office Supplies,Binders,5
2017-07-02,Office Supplies,Paper,164
2017-07-03,Furniture,Furnishings,801
2017-07-03,Furniture,Tables,215
2017-07-03,Office Supplies,Art,10
2017-07-03,Office Supplies,Paper,363
2017-07-03,Office Supplies,Storage,88
2017-07-03,Technology,Accessories,2031
2017-07-03,Technology,Machines,2992
2017-07-03,Technology,Phones,464
2017-07-05,Furniture,Furnishings,332
2017-07-05,Office Supplies,Binders,17
2017-07-05,Office Supplies,Paper,47
2017-07-05,Technology,Phones,80
2017-07-06,Furniture,Chairs,361
2017-07-06,Office Supplies,Binders,3
2017-07-06,Office Supplies,Paper,16
2017-07-07,Furniture,Bookcases,87
2017-07-07,Office Supplies,Binders,17
2017-07-07,Office Supplies,Fasteners,6
2017-07-07,Office Supplies,Paper,16
2017-07-07,Office Supplies,Storage,13
2017-07-07,Technology,Accessories,797
2017-07-07,Technology,Phones,684
2017-07-08,Furniture,Furnishings,484
2017-07-08,Office Supplies,Art,256
2017-07-08,Office Supplies,Binders,109
2017-07-08,Office Supplies,Labels,861
2017-07-08,Office Supplies,Paper,78
2017-07-08,Technology,Accessories,192
2017-07-09,Furniture,Furnishings,526
2017-07-09,Office Supplies,Appliances,58
2017-07-09,Office Supplies,Art,128
2017-07-09,Office Supplies,Binders,1
2017-07-09,Office Supplies,Paper,275
2017-07-09,Office Supplies,Storage,425
2017-07-09,Technology,Phones,258
2017-07-10,Furniture,Furnishings,19
2017-07-10,Office Supplies,Appliances,42
2017-07-10,Office Supplies,Storage,298
2017-07-11,Office Supplies,Appliances,168
2017-07-11,Office Supplies,Art,30
2017-07-11,Office Supplies,Binders,30
2017-07-11,Office Supplies,Labels,9
2017-07-11,Technology,Accessories,1420
2017-07-11,Technology,Phones,72
2017-07-12,Office Supplies,Paper,4
2017-07-13,Furniture,Furnishings,91
2017-07-13,Office Supplies,Paper,14
2017-07-13,Office Supplies,Storage,360
2017-07-13,Technology,Phones,40
2017-07-14,Furniture,Furnishings,693
2017-07-14,Office Supplies,Art,85
2017-07-14,Office Supplies,Binders,4
2017-07-14,Office Supplies,Fasteners,5
2017-07-14,Office Supplies,Paper,9
2017-07-14,Office Supplies,Storage,301
2017-07-14,Technology,Accessories,141
2017-07-14,Technology,Phones,2360
2017-07-15,Furniture,Chairs,664
2017-07-15,Furniture,Tables,1183
2017-07-15,Office Supplies,Appliances,180
2017-07-15,Office Supplies,Art,7
2017-07-15,Office Supplies,Binders,27
2017-07-15,Office Supplies,Labels,8
2017-07-15,Office Supplies,Paper,22
2017-07-15,Technology,Accessories,42
2017-07-16,Furniture,Chairs,313
2017-07-16,Office Supplies,Art,3
2017-07-17,Furniture,Bookcases,1194
2017-07-17,Furniture,Furnishings,47
2017-07-17,Office Supplies,Envelopes,58
2017-07-17,Office Supplies,Paper,132
2017-07-17,Office Supplies,Storage,11
2017-07-17,Technology,Copiers,480
2017-07-17,Technology,Phones,270
2017-07-18,Furniture,Chairs,673
2017-07-18,Furniture,Tables,802
2017-07-18,Office Supplies,Binders,8
2017-07-18,Office Supplies,Paper,16
2017-07-18,Office Supplies,Supplies,9
2017-07-18,Technology,Copiers,600
2017-07-20,Furniture,Chairs,347
2017-07-20,Furniture,Furnishings,193
2017-07-20,Office Supplies,Appliances,416
2017-07-20,Office Supplies,Binders,840
2017-07-20,Office Supplies,Labels,15
2017-07-20,Office Supplies,Paper,13
2017-07-20,Office Supplies,Storage,70
2017-07-20,Technology,Accessories,390
2017-07-21,Furniture,Bookcases,303
2017-07-21,Furniture,Chairs,225
2017-07-21,Furniture,Furnishings,9
2017-07-21,Furniture,Tables,124
2017-07-21,Office Supplies,Appliances,17
2017-07-21,Office Supplies,Art,152
2017-07-21,Office Supplies,Binders,198
2017-07-21,Office Supplies,Paper,22
2017-07-21,Office Supplies,Storage,222
2017-07-21,Office Supplies,Supplies,232
2017-07-21,Technology,Phones,2181
2017-07-22,Furniture,Chairs,526
2017-07-22,Technology,Phones,30
2017-07-23,Office Supplies,Art,134
2017-07-23,Office Supplies,Binders,42
2017-07-23,Office Supplies,Labels,41
2017-07-23,Office Supplies,Paper,121
2017-07-23,Technology,Accessories,560
2017-07-24,Technology,Copiers,2400
2017-07-25,Furniture,Furnishings,20
2017-07-25,Furniture,Tables,437
2017-07-25,Office Supplies,Labels,23
2017-07-25,Office Supplies,Paper,21
2017-07-25,Office Supplies,Storage,260
2017-07-25,Office Supplies,Supplies,38
2017-07-26,Furniture,Chairs,362
2017-07-26,Technology,Accessories,1650
2017-07-27,Furniture,Chairs,195
2017-07-27,Furniture,Furnishings,130
2017-07-27,Office Supplies,Paper,39
2017-07-27,Technology,Accessories,235
2017-07-27,Technology,Phones,544
2017-07-28,Office Supplies,Binders,10
2017-07-28,Office Supplies,Storage,15
2017-07-28,Technology,Phones,1146
2017-07-29,Furniture,Bookcases,116
2017-07-29,Furniture,Chairs,303
2017-07-29,Office Supplies,Appliances,173
2017-07-29,Office Supplies,Art,64
2017-07-29,Office Supplies,Binders,33
2017-07-29,Office Supplies,Fasteners,3
2017-07-29,Technology,Accessories,91
2017-07-29,Technology,Phones,609
2017-07-30,Office Supplies,Binders,77
2017-07-30,Office Supplies,Labels,26
2017-07-30,Office Supplies,Storage,330
2017-07-30,Technology,Phones,90
2017-07-31,Furniture,Furnishings,37
2017-07-31,Office Supplies,Appliances,156
2017-07-31,Office Supplies,Binders,879
2017-07-31,Office Supplies,Paper,67
2017-07-31,Office Supplies,Storage,57
2017-07-31,Technology,Accessories,41
2017-07-31,Technology,Phones,323
2017-08-01,Office Supplies,Binders,55
2017-08-01,Office Supplies,Paper,36
2017-08-01,Office Supplies,Storage,187
2017-08-01,Technology,Machines,1440
2017-08-01,Technology,Phones,368
2017-08-03,Furniture,Bookcases,183
2017-08-03,Furniture,Furnishings,124
2017-08-03,Office Supplies,Labels,69
2017-08-03,Office Supplies,Storage,116
2017-08-03,Technology,Accessories,40
2017-08-04,Office Supplies,Binders,3
2017-08-04,Office Supplies,Envelopes,9
2017-08-04,Office Supplies,Paper,8
2017-08-05,Office Supplies,Binders,126
2017-08-05,Office Supplies,Labels,133
2017-08-05,Office Supplies,Paper,14
2017-08-05,Office Supplies,Storage,151
2017-08-05,Technology,Accessories,80
2017-08-06,Furniture,Bookcases,146
2017-08-06,Furniture,Furnishings,15
2017-08-06,Office Supplies,Art,228
2017-08-06,Office Supplies,Labels,25
2017-08-06,Office Supplies,Paper,115
2017-08-06,Office Supplies,Supplies,70
2017-08-06,Technology,Phones,825
2017-08-07,Furniture,Chairs,207
2017-08-07,Furniture,Furnishings,52
2017-08-07,Office Supplies,Appliances,1473
2017-08-07,Office Supplies,Art,117
2017-08-07,Office Supplies,Binders,57
2017-08-07,Office Supplies,Paper,270
2017-08-07,Office Supplies,Storage,118
2017-08-07,Technology,Accessories,319
2017-08-07,Technology,Phones,868
2017-08-10,Furniture,Furnishings,121
2017-08-10,Office Supplies,Envelopes,70
2017-08-10,Office Supplies,Paper,177
2017-08-10,Technology,Phones,1454
2017-08-11,Office Supplies,Art,9
2017-08-11,Office Supplies,Binders,491
2017-08-11,Office Supplies,Paper,56
2017-08-11,Technology,Phones,154
2017-08-12,Furniture,Chairs,1780
2017-08-12,Furniture,Furnishings,55
2017-08-12,Office Supplies,Appliances,543
2017-08-12,Office Supplies,Art,238
2017-08-12,Office Supplies,Binders,101
2017-08-12,Office Supplies,Paper,213
2017-08-12,Office Supplies,Storage,47
2017-08-12,Technology,Accessories,175
2017-08-12,Technology,Copiers,300
2017-08-12,Technology,Phones,243
2017-08-13,Furniture,Chairs,424
2017-08-13,Furniture,Furnishings,32
2017-08-13,Office Supplies,Appliances,356
2017-08-13,Office Supplies,Art,60
2017-08-13,Office Supplies,Binders,1651
2017-08-13,Office Supplies,Envelopes,15
2017-08-13,Office Supplies,Fasteners,24
2017-08-13,Office Supplies,Labels,18
2017-08-13,Office Supplies,Storage,31
2017-08-13,Office Supplies,Supplies,32
2017-08-13,Technology,Accessories,2
2017-08-14,Furniture,Tables,418
2017-08-14,Office Supplies,Art,17
2017-08-14,Office Supplies,Labels,6
2017-08-15,Office Supplies,Appliances,98
2017-08-15,Office Supplies,Labels,50
2017-08-15,Office Supplies,Storage,1802
2017-08-16,Office Supplies,Binders,13
2017-08-16,Office Supplies,Storage,67
2017-08-17,Furniture,Chairs,4954
2017-08-17,Furniture,Furnishings,17
2017-08-17,Office Supplies,Appliances,2557
2017-08-17,Office Supplies,Art,8
2017-08-17,Office Supplies,Binders,1234
2017-08-17,Office Supplies,Envelopes,23
2017-08-17,Office Supplies,Paper,9
2017-08-17,Office Supplies,Storage,541
2017-08-17,Office Supplies,Supplies,6
2017-08-17,Technology,Accessories,98
2017-08-17,Technology,Phones,72
2017-08-18,Furniture,Furnishings,204
2017-08-18,Office Supplies,Art,10
2017-08-18,Office Supplies,Binders,2940
2017-08-18,Office Supplies,Storage,1523
2017-08-18,Technology,Accessories,2363
2017-08-18,Technology,Phones,38
2017-08-19,Office Supplies,Binders,493
2017-08-19,Office Supplies,Paper,19
2017-08-20,Office Supplies,Binders,239
2017-08-20,Office Supplies,Paper,26
2017-08-20,Office Supplies,Storage,267
2017-08-20,Office Supplies,Supplies,17
2017-08-20,Technology,Phones,144
2017-08-21,Furniture,Chairs,1255
2017-08-21,Furniture,Furnishings,270
2017-08-21,Furniture,Tables,569
2017-08-21,Office Supplies,Appliances,204
2017-08-21,Office Supplies,Art,17
2017-08-21,Office Supplies,Binders,4455
2017-08-21,Office Supplies,Envelopes,15
2017-08-21,Office Supplies,Fasteners,35
2017-08-21,Office Supplies,Labels,52
2017-08-21,Office Supplies,Paper,368
2017-08-21,Office Supplies,Storage,810
2017-08-21,Office Supplies,Supplies,37
2017-08-21,Technology,Accessories,33
2017-08-21,Technology,Phones,432
2017-08-22,Furniture,Tables,525
2017-08-23,Furniture,Furnishings,3
2017-08-23,Office Supplies,Appliances,161
2017-08-23,Office Supplies,Paper,59
2017-08-23,Technology,Phones,4368
2017-08-24,Office Supplies,Appliances,646
